IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,víťaz,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
527513,Lomné,236,49.1066084,21.6280943,527513.0,Pellegrini,0.0,0.0,0.0,15.24,25.71,0.95,0.0,2.86,0.0,55.24,0.0
527521,Makovce,144,49.255986,21.748247,527521.0,Pellegrini,0.0,1.45,0.0,31.88,14.49,1.45,1.45,0.0,0.0,49.28,0.0
527530,Malá Poľana - Мала Поляна,115,49.2798041,21.8275893,527530.0,Pellegrini,0.0,0.0,0.0,18.37,20.41,0.0,0.0,6.12,0.0,55.1,0.0
527548,Matovce,117,49.1466098,21.5376141,527548.0,Pellegrini,0.0,0.0,0.0,26.79,17.86,0.0,3.57,5.36,0.0,46.43,0.0
527556,Medvedie - Медведже,44,49.4004835,21.6416554,527556.0,Pellegrini,0.0,2.86,0.0,14.29,8.57,0.0,0.0,0.0,2.86,71.43,0.0
527564,Mestisko,447,49.2594466,21.5795705,527564.0,Pellegrini,0.0,2.48,0.0,11.39,16.83,0.0,1.98,1.49,0.0,65.84,0.0
527572,Miková - Микова,146,49.3022812,21.827168,527572.0,Pellegrini,0.0,0.0,0.0,28.26,21.74,2.17,0.0,8.7,0.0,39.13,0.0
527581,Miňovce,339,49.1298229,21.6580271,527581.0,Pellegrini,0.0,0.0,0.0,10.12,33.33,0.6,1.79,0.0,0.0,54.17,0.0
527599,Miroľa - Мироля,56,49.3333523,21.7335176,527599.0,Pellegrini,2.56,0.0,2.56,23.08,10.26,2.56,2.56,0.0,0.0,56.41,0.0
527602,Mlynárovce,215,49.2514893,21.5242899,527602.0,Pellegrini,0.0,0.0,0.0,10.42,5.21,0.0,2.08,9.38,0.0,72.92,0.0
527611,Mrázovce,81,49.1164666,21.675637,527611.0,Pellegrini,0.0,0.0,0.0,19.05,16.67,0.0,7.14,0.0,0.0,57.14,0.0
527629,Nižná Jedľová - Нижня Ядлова,104,49.3379878,21.5615629,527629.0,Pellegrini,0.0,6.56,1.64,4.92,36.07,1.64,1.64,6.56,0.0,40.98,0.0
527637,Nižná Olšava,423,49.1462378,21.6313303,527637.0,Pellegrini,0.0,0.65,0.0,18.95,15.03,0.0,4.58,2.61,0.0,58.17,0.0
527645,Nižná Pisaná,83,49.3876438,21.6000581,527645.0,Pellegrini,0.0,1.92,0.0,7.69,15.38,1.92,0.0,0.0,0.0,73.08,0.0
527653,Nižný Komárnik,178,49.3814416,21.7191679,527653.0,Pellegrini,0.0,0.0,2.99,25.37,7.46,2.99,0.0,0.0,0.0,61.19,0.0
527661,Nižný Mirošov,270,49.3592599,21.4709726,527661.0,Pellegrini,0.0,0.0,0.0,20.48,16.87,0.0,2.41,2.41,0.0,57.83,0.0
527670,Nižný Orlík,317,49.33026,21.529835,527670.0,Pellegrini,0.0,0.57,0.0,14.29,19.43,0.0,1.71,0.57,0.0,63.43,0.0
527688,Nová Polianka,66,49.2906855,21.6192053,527688.0,Pellegrini,0.0,0.0,0.0,24.24,9.09,0.0,3.03,0.0,3.03,60.61,0.0
527696,Okrúhle,574,49.1840216,21.5440091,527696.0,Pellegrini,0.0,1.28,0.0,19.15,25.11,0.0,1.28,1.28,0.0,51.91,0.0
527700,Oľšavka (SP),191,49.2960549,21.6880435,527700.0,Pellegrini,0.0,1.16,0.0,20.93,22.09,2.33,2.33,1.16,0.0,50.0,0.0
527718,Potôčky,70,49.2077218,21.7196734,527718.0,Pellegrini,0.0,0.0,0.0,14.29,17.14,5.71,5.71,2.86,0.0,54.29,0.0
527726,Potoky,88,49.2635755,21.6321978,527726.0,Pellegrini,0.0,0.0,0.0,23.81,0.0,0.0,0.0,0.0,0.0,76.19,0.0
527734,Príkra,12,49.3631776,21.744475,527734.0,Harabin,0.0,0.0,0.0,38.46,7.69,15.38,0.0,0.0,0.0,38.46,0.0
527742,Pstriná - Пстрина,56,49.3078633,21.7479192,527742.0,Pellegrini,0.0,0.0,2.33,13.95,13.95,2.33,0.0,0.0,2.33,65.12,0.0
527751,Radoma,424,49.1984784,21.5704543,527751.0,Pellegrini,0.0,1.19,0.0,5.36,35.12,2.38,1.19,0.6,0.0,54.17,0.0
527769,Rakovčík - Раківчік,136,49.2410296,21.5741657,527769.0,Pellegrini,0.0,0.0,0.0,8.57,14.29,1.43,2.86,0.0,0.0,72.86,0.0
527777,Rovné (SK),478,49.2815941,21.5151847,527777.0,Pellegrini,0.95,0.0,0.48,18.57,11.9,0.95,0.95,2.86,0.0,63.33,0.0
527785,Roztoky,436,49.3979629,21.4873322,527785.0,Harabin,1.19,0.0,0.0,47.62,4.76,1.19,0.0,5.95,0.0,39.29,0.0
527793,Kručov,206,49.1178403,21.6038802,527793.0,Pellegrini,0.0,0.0,0.0,20.18,26.32,0.88,0.88,0.88,0.0,50.88,0.0
527807,Soboš,144,49.1457722,21.5631107,527807.0,Pellegrini,0.0,0.0,0.0,16.88,15.58,0.0,1.3,5.19,0.0,59.74,1.3
527815,Soľník,35,49.2149927,21.745218,527815.0,Pellegrini,0.0,4.76,0.0,4.76,19.05,0.0,0.0,0.0,0.0,71.43,0.0
527823,Staškovce,251,49.279143,21.7551322,527823.0,Pellegrini,0.0,0.0,0.0,21.24,22.12,1.77,3.54,2.65,0.0,48.67,0.0
527831,Stročín,561,49.2684234,21.6052848,527831.0,Pellegrini,0.0,1.11,0.0,20.56,10.56,2.22,0.0,3.33,0.0,62.22,0.0
527840,Stropkov,10067,49.1975064,21.6641199,527840.0,Pellegrini,0.0,1.05,0.06,14.66,34.27,0.65,2.02,2.56,0.0,44.72,0.0
527858,Svidnička,142,49.3856899,21.567226,527858.0,Pellegrini,0.0,2.94,0.0,27.94,5.88,2.94,4.41,0.0,1.47,54.41,0.0
527866,Šandal,310,49.1882713,21.6172601,527866.0,Pellegrini,0.0,1.68,1.68,15.13,25.21,0.84,0.0,0.84,0.0,54.62,0.0
527874,Šarbov,17,49.4294259,21.6237481,527874.0,Pellegrini,0.0,0.0,0.0,23.08,7.69,0.0,0.0,0.0,0.0,69.23,0.0
527882,Šarišský Štiavnik,264,49.2145319,21.5646209,527882.0,Pellegrini,0.0,1.8,0.0,14.41,18.02,0.0,1.8,1.8,0.0,62.16,0.0
527891,Šemetkovce,90,49.3150559,21.6665505,527891.0,Pellegrini,0.0,0.0,0.0,18.18,11.36,2.27,0.0,2.27,0.0,65.91,0.0
527904,Štefurov,105,49.1870922,21.4969894,527904.0,Pellegrini,0.0,0.0,0.0,23.26,9.3,4.65,2.33,0.0,0.0,60.47,0.0
527912,Tisinec,478,49.2217156,21.6436374,527912.0,Pellegrini,0.0,0.0,0.0,15.91,26.36,1.82,1.36,1.36,0.0,53.18,0.0
527921,Tokajík,90,49.1104897,21.7045879,527921.0,Pellegrini,0.0,0.0,0.0,22.0,16.0,4.0,4.0,0.0,0.0,54.0,0.0
527939,Turany nad Ondavou,348,49.08923,21.6642221,527939.0,Korčok,0.0,0.61,0.61,13.94,40.0,0.61,2.42,1.82,0.0,40.0,0.0
527947,Vagrinec - Ваґрінець,116,49.3106335,21.6336323,527947.0,Pellegrini,0.0,0.0,0.0,24.0,8.0,6.0,2.0,0.0,0.0,60.0,0.0
527955,Valkovce,212,49.1657599,21.521178,527955.0,Pellegrini,0.0,2.88,0.0,15.38,19.23,0.96,2.88,2.88,0.96,54.81,0.0
527963,Vápeník - Вапеник,40,49.3964358,21.539241,527963.0,Pellegrini,0.0,0.0,0.0,17.86,32.14,3.57,7.14,0.0,0.0,39.29,0.0
527971,Varechovce,138,49.2236269,21.7981019,527971.0,Pellegrini,0.0,0.0,0.0,6.56,18.03,1.64,1.64,0.0,3.28,68.85,0.0
527980,Veľkrop,231,49.2356235,21.7519021,527980.0,Pellegrini,0.0,0.0,0.0,10.0,5.71,1.43,0.0,8.57,0.0,74.29,0.0
527998,Vislava,201,49.2820632,21.6589132,527998.0,Pellegrini,0.0,0.0,0.0,16.33,8.16,1.02,0.0,1.02,3.06,70.41,0.0
528005,Vladiča,65,49.323148,21.7811072,528005.0,Pellegrini,0.0,0.0,0.0,20.51,20.51,2.56,5.13,0.0,0.0,51.28,0.0
528013,Vojtovce,98,49.2050753,21.6965788,528013.0,Pellegrini,0.0,0.0,0.0,13.95,13.95,2.33,0.0,0.0,0.0,69.77,0.0
528021,Vyškovce - Вышківцї,132,49.2549943,21.6658125,528021.0,Pellegrini,1.47,0.0,0.0,22.06,26.47,2.94,1.47,1.47,1.47,42.65,0.0
528030,Vyšná Jedľová - Вышня Ядлова,189,49.3536059,21.5439112,528030.0,Pellegrini,0.0,0.0,0.0,18.52,11.11,0.0,3.7,0.0,0.0,66.67,0.0
528048,Vyšná Olšava,641,49.1602196,21.5987258,528048.0,Pellegrini,0.0,0.42,0.42,11.67,25.0,0.83,2.08,3.33,0.0,56.25,0.0
528056,Vyšná Pisaná - Вышня Писана,65,49.4144226,21.6022992,528056.0,Pellegrini,0.0,0.0,0.0,25.93,20.37,0.0,1.85,0.0,1.85,50.0,0.0
528064,Vyšný Komárnik,80,49.4036005,21.7053101,528064.0,Pellegrini,0.0,0.0,0.0,23.08,10.26,2.56,0.0,10.26,0.0,53.85,0.0
528072,Vyšný Mirošov - Вышнїй Мирошів,597,49.39135,21.4513632,528072.0,Pellegrini,0.0,0.59,0.0,20.71,11.24,0.0,0.0,1.18,0.0,66.27,0.0
528081,Vyšný Orlík - Вышнїй Верліх,385,49.3462784,21.4957162,528081.0,Pellegrini,0.0,1.15,0.0,17.82,15.52,0.0,1.15,1.15,0.0,63.22,0.0
528099,Trebišov,23213,48.6268912,21.734893,528099.0,Pellegrini,0.1,0.51,0.4,11.15,33.91,0.5,2.11,2.89,0.34,47.97,0.12
528102,Bačka - Bacska,627,48.4439057,22.0542003,528102.0,Forró,0.0,0.0,70.37,3.7,3.7,0.74,0.0,1.48,0.0,20.0,0.0
528111,Bačkov,711,48.7558218,21.6048165,528111.0,Pellegrini,0.0,0.74,0.0,14.81,17.78,0.74,0.37,5.56,0.0,60.0,0.0
528129,Bara - Bári,280,48.4218635,21.7250577,528129.0,Forró,0.0,0.0,43.33,2.22,16.67,1.11,0.0,5.56,0.0,31.11,0.0
528137,Beša (MI) - Bés,378,48.5269378,21.9469678,528137.0,Forró,0.0,0.96,50.0,1.92,13.46,0.96,0.0,0.96,0.96,30.77,0.0
528145,Biel - Bély,1352,48.4050699,22.0551837,528145.0,Pellegrini,0.0,0.32,33.87,6.07,16.61,1.28,0.32,4.47,0.96,36.1,0.0
528153,Svätá Mária - Bodrogszentmária,532,48.4466147,21.8365305,528153.0,Forró,0.0,0.0,41.49,4.26,15.43,0.0,1.06,6.38,0.0,30.85,0.53
528161,Boľ - Boly,734,48.4774023,21.9412321,528161.0,Forró,0.0,0.0,53.23,8.87,8.87,0.0,0.0,4.03,0.0,25.0,0.0
528170,Borša - Borsi,1146,48.3964789,21.7017736,528170.0,Pellegrini,0.22,0.67,18.4,3.33,25.28,0.44,0.22,5.1,0.44,45.68,0.22
528188,Boťany - Battyán,1193,48.4518862,22.0984504,528188.0,Forró,0.0,0.0,60.87,3.56,6.32,0.0,0.0,8.3,0.0,20.95,0.0
528200,Brehov - Imreg,583,48.4900623,21.8074736,528200.0,Pellegrini,0.0,0.7,10.56,7.75,30.28,1.41,0.0,7.75,1.41,40.14,0.0
528218,Brezina,653,48.5508245,21.552764,528218.0,Pellegrini,0.0,0.87,0.0,6.93,31.6,0.87,3.03,1.73,0.0,54.98,0.0
528226,Byšta,148,48.5242548,21.548842,528226.0,Pellegrini,0.0,2.04,0.0,14.29,19.39,0.0,5.1,3.06,0.0,55.1,1.02
528234,Cejkov,1171,48.4630738,21.7607819,528234.0,Pellegrini,0.0,0.44,0.22,14.38,24.4,1.09,1.53,3.49,0.0,54.47,0.0
528242,Čeľovce,550,48.6011477,21.62773,528242.0,Pellegrini,0.0,0.56,0.56,10.06,32.4,1.12,2.23,1.12,0.0,51.4,0.56
528251,Čerhov,749,48.4625633,21.6454869,528251.0,Pellegrini,0.0,0.0,0.0,10.78,34.91,0.43,2.59,2.16,0.0,49.14,0.0
528269,Černochov - Csarnahó,188,48.4431143,21.7269431,528269.0,Pellegrini,0.0,0.0,26.32,5.26,15.79,0.0,1.32,9.21,0.0,42.11,0.0
528277,Čičarovce - Csicser,902,48.5360572,22.0113144,528277.0,Forró,0.0,0.0,62.81,2.89,7.44,0.83,0.41,2.48,0.41,22.73,0.0
528285,Čierna - Ágcsernyő,444,48.4336463,22.1230039,528285.0,Forró,0.0,0.0,57.14,1.43,10.71,2.14,0.0,3.57,0.0,25.0,0.0
528293,Čierna nad Tisou - Tiszacsernyő,3586,48.4182814,22.0866408,528293.0,Pellegrini,0.0,0.16,17.64,9.71,21.2,0.65,0.65,7.44,0.49,42.07,0.0
528307,Čierne Pole,336,48.5814546,22.0718412,528307.0,Pellegrini,0.86,0.0,0.86,18.1,31.03,0.0,3.45,3.45,0.0,42.24,0.0
528315,Dargov,607,48.74387,21.564009,528315.0,Pellegrini,0.0,0.0,0.0,18.44,34.75,0.35,2.84,2.84,0.71,39.36,0.71
528323,Dobrá - Kisdobra,488,48.4080152,22.027485,528323.0,Pellegrini,0.0,2.02,38.38,4.04,4.04,1.01,0.0,9.09,0.0,41.41,0.0
528331,Drahňov - Deregnyő,1578,48.58886,21.9657794,528331.0,Pellegrini,0.0,0.0,8.2,7.65,11.48,2.73,0.0,6.56,0.0,63.39,0.0
528340,Dvorianky,650,48.7245671,21.7131102,528340.0,Pellegrini,0.66,0.0,0.0,8.88,28.95,0.99,0.66,3.29,0.0,56.58,0.0
528358,Egreš,461,48.6155517,21.5983901,528358.0,Pellegrini,0.0,0.0,0.0,10.34,31.9,0.0,0.0,2.59,0.0,55.17,0.0
528366,Hraň,1586,48.5454788,21.7849677,528366.0,Pellegrini,0.44,0.0,0.22,13.0,19.6,0.88,2.64,4.19,0.22,58.37,0.44
528374,Hrčeľ,1052,48.5202706,21.6902546,528374.0,Pellegrini,0.0,0.0,0.0,12.58,23.9,0.63,0.63,1.89,0.0,60.38,0.0
528382,Hriadky,417,48.7000262,21.7105296,528382.0,Korčok,0.0,0.0,0.0,19.53,41.42,0.59,1.18,4.14,0.59,32.54,0.0
528391,Ižkovce - Iske,91,48.5550878,21.9517601,528391.0,Pellegrini,0.0,0.0,35.29,7.84,1.96,0.0,1.96,0.0,0.0,52.94,0.0
528404,Kapušianske Kľačany - Kaposkelecsény,937,48.5103409,22.096317,528404.0,Forró,0.0,0.0,65.55,1.91,11.96,0.48,0.96,0.96,0.0,18.18,0.0
528412,Kašov,296,48.4883096,21.7333816,528412.0,Pellegrini,0.0,0.0,0.0,20.37,19.44,3.7,4.63,0.93,0.0,50.93,0.0
528421,Kazimír,839,48.5281233,21.5891881,528421.0,Pellegrini,0.0,0.36,0.36,11.03,28.11,0.36,1.07,3.2,0.36,55.16,0.0
528439,Kožuchov,184,48.5625496,21.718252,528439.0,Pellegrini,0.0,0.0,0.0,10.98,17.07,1.22,6.1,2.44,0.0,62.2,0.0
528447,Kráľovský Chlmec - Királyhelmec,7489,48.4290759,21.9774606,528447.0,Forró,0.07,0.14,35.9,5.62,19.44,0.21,0.62,3.33,0.56,34.1,0.0
528455,Kravany (TV),366,48.7645188,21.6365202,528455.0,Pellegrini,0.82,0.82,0.0,12.3,13.93,0.82,0.0,2.46,0.0,68.85,0.0
528463,Krišovská Liesková - Mokcsamogyorós,924,48.5880932,22.0285663,528463.0,Forró,0.55,0.0,38.8,4.37,12.57,0.55,0.0,5.46,0.0,37.7,0.0
528471,Kuzmice (TV),1704,48.5729644,21.5594327,528471.0,Pellegrini,0.34,0.17,0.0,13.39,26.78,0.68,2.88,3.22,0.0,52.54,0.0
528480,Kysta,388,48.5056301,21.7136962,528480.0,Pellegrini,0.0,0.0,0.0,16.09,20.69,1.15,1.15,1.72,0.0,58.62,0.57
528498,Ladmovce - Ladamóc,307,48.4131584,21.7717998,528498.0,Forró,0.84,1.68,58.82,3.36,15.13,0.0,0.0,1.68,0.0,17.65,0.84
528501,Lastovce,1250,48.5446429,21.628547,528501.0,Pellegrini,0.97,0.49,0.97,8.74,22.33,0.0,0.49,5.83,0.0,60.19,0.0
528510,Leles - Lelesz,1889,48.4755393,22.03557,528510.0,Forró,0.0,0.0,34.53,8.41,12.61,0.3,0.6,11.71,0.0,31.83,0.0
528528,Luhyňa,309,48.4882367,21.6371884,528528.0,Pellegrini,0.0,0.0,0.0,13.11,19.67,0.0,3.28,8.2,0.0,55.74,0.0
528536,Malé Ozorovce,525,48.689136,21.5925468,528536.0,Pellegrini,0.0,0.0,0.84,15.97,19.75,1.26,4.62,2.1,0.0,55.46,0.0
528544,Malé Trakany - Kistárkány,1124,48.4044897,22.1231799,528544.0,Forró,0.92,1.83,48.62,5.5,10.09,1.38,0.0,2.75,0.0,28.9,0.0
528552,Malý Horeš - Kisgéres,1091,48.3963685,21.9462653,528552.0,Forró,0.0,0.31,78.22,2.15,7.06,0.0,0.31,1.84,0.0,10.12,0.0
528561,Malý Kamenec - Kiskövesd,438,48.3477138,21.7871941,528561.0,Forró,0.0,0.0,58.33,3.85,7.69,0.0,0.0,4.49,0.0,25.64,0.0
528579,Maťovské Vojkovce - Mátyócvajkóc,705,48.5720544,22.1331939,528579.0,Forró,1.9,0.0,47.62,7.62,2.86,1.9,2.86,6.67,0.0,28.57,0.0
528587,Michaľany,1744,48.5132081,21.6308794,528587.0,Pellegrini,0.34,1.01,1.01,10.46,30.69,0.17,1.18,2.7,0.17,52.11,0.17
528609,Nižný Žipov,1445,48.5801635,21.628258,528609.0,Pellegrini,0.0,2.69,0.0,8.08,30.24,0.9,1.2,5.99,0.6,50.3,0.0
528617,Novosad,1017,48.5303691,21.7445214,528617.0,Pellegrini,0.0,1.26,0.32,13.56,26.81,0.95,1.58,1.58,0.63,52.68,0.63
528625,Nový Ruskov,679,48.6482591,21.6715813,528625.0,Pellegrini,0.0,0.95,0.0,14.24,26.58,0.63,3.16,2.53,0.0,51.9,0.0
528633,Oborín - Abara,692,48.5142504,21.8646717,528633.0,Forró,0.0,0.0,43.53,7.65,11.18,0.59,0.0,4.71,0.0,32.35,0.0
528641,Plechotice,749,48.6294913,21.6383455,528641.0,Pellegrini,0.0,0.36,0.0,11.79,24.64,0.36,0.71,1.07,0.0,61.07,0.0
528650,Svätuše - Bodrogszentes,779,48.4270968,21.9180969,528650.0,Pellegrini,0.0,0.0,36.52,6.74,13.48,0.56,0.0,2.25,0.0,40.45,0.0
528668,Poľany - Bodrogmező,506,48.478983,21.9874653,528668.0,Forró,0.0,0.0,62.04,3.7,10.19,0.0,0.0,3.7,0.93,19.44,0.0
528676,Parchovany,1966,48.7500685,21.7225937,528676.0,Pellegrini,0.16,1.57,0.0,9.76,30.08,0.63,1.89,3.31,0.31,52.13,0.16
528684,Pribeník - Perbenyik,952,48.3934042,21.9914973,528684.0,Forró,1.79,0.0,38.93,8.57,13.57,0.0,0.36,2.86,0.0,33.93,0.0
528692,Ptrukša - Szirénfalva,461,48.4732669,22.1342654,528692.0,Forró,0.0,0.0,56.86,1.96,3.27,0.65,1.96,5.23,0.0,30.07,0.0
528706,Rad - Rad,498,48.4402692,21.866148,528706.0,Pellegrini,0.0,0.0,43.02,4.07,4.07,0.58,0.0,1.74,0.0,46.51,0.0
528714,Ruská - Dobóruszka,609,48.5349625,22.1394049,528714.0,Forró,0.0,0.0,55.75,4.42,6.19,2.65,0.0,2.65,0.0,28.32,0.0
528722,Sečovce,8526,48.7035433,21.659905,528722.0,Pellegrini,0.08,0.45,0.12,15.32,31.17,0.49,2.09,3.29,0.08,46.82,0.08
528731,Holčíkovce,419,49.0207718,21.7214474,528731.0,Pellegrini,0.92,1.38,0.0,15.14,25.69,0.0,0.92,3.21,0.0,52.29,0.46
528749,Jasenovce,213,48.9974936,21.758275,528749.0,Pellegrini,0.0,0.0,0.0,33.33,16.67,0.0,1.04,3.12,0.0,45.83,0.0
528757,Jastrabie nad Topľou,487,48.9478555,21.6094348,528757.0,Pellegrini,0.0,0.65,0.0,9.74,18.83,0.0,1.3,12.99,0.0,56.49,0.0
528765,Juskova Voľa,296,48.8613437,21.5410273,528765.0,Pellegrini,0.0,2.75,0.0,14.29,18.68,0.55,6.04,0.0,0.0,57.69,0.0
528773,Kamenná Poruba (VT),1548,48.8467894,21.6446859,528773.0,Pellegrini,0.0,0.0,0.0,13.7,18.89,0.0,0.37,8.52,0.37,58.15,0.0
528781,Kladzany,536,48.88651,21.7587381,528781.0,Pellegrini,0.0,0.0,0.0,16.08,26.27,1.57,2.35,0.0,0.0,53.33,0.39
528790,Komárany,505,48.9248329,21.6382436,528790.0,Pellegrini,0.0,1.43,0.0,12.86,26.19,0.95,1.43,0.95,0.0,56.19,0.0
528803,Košarovce,620,49.0417308,21.7700164,528803.0,Pellegrini,0.8,0.8,0.0,18.88,17.67,0.8,0.4,1.61,0.0,59.04,0.0
528811,Kučín (VT),556,48.8694645,21.7516909,528811.0,Pellegrini,0.0,0.0,0.0,12.28,22.81,0.0,1.75,3.51,0.0,59.65,0.0
528820,Kvakovce,412,49.0137284,21.6726908,528820.0,Pellegrini,0.0,1.07,0.0,21.39,15.51,0.0,0.53,0.53,0.0,60.96,0.0
528838,Majerovce,449,48.8913715,21.7160947,528838.0,Pellegrini,0.0,1.86,0.0,16.74,23.26,0.0,2.79,1.86,0.0,53.02,0.47
528846,Malá Domaša,639,48.9799923,21.713295,528846.0,Pellegrini,0.0,0.0,0.0,18.52,19.44,0.46,0.93,3.7,0.0,56.94,0.0
528854,Matiaška,290,49.0734244,21.5823878,528854.0,Pellegrini,0.77,2.31,0.0,17.69,14.62,0.77,0.0,0.77,0.0,63.08,0.0
528862,Medzianky,299,49.0402556,21.4791894,528862.0,Pellegrini,0.0,1.32,0.0,9.93,32.45,0.0,5.96,0.66,0.0,49.67,0.0
528871,Merník,614,48.953408,21.6413014,528871.0,Pellegrini,0.77,0.0,0.0,17.24,19.54,0.38,2.3,0.77,0.0,59.0,0.0
528889,Michalok,276,48.9910483,21.6331329,528889.0,Pellegrini,0.0,0.0,0.0,21.68,20.98,1.4,4.2,1.4,0.0,49.65,0.7
528897,Nižná Sitnica,299,49.0777716,21.7826886,528897.0,Pellegrini,0.0,1.45,0.0,13.04,7.97,0.0,0.0,2.17,0.0,75.36,0.0
528901,Nižný Hrabovec,1625,48.8550735,21.7623987,528901.0,Pellegrini,0.18,0.73,0.0,14.23,27.19,0.55,1.28,1.09,0.18,54.38,0.18
528919,Nižný Hrušov,1508,48.80237,21.7704468,528919.0,Pellegrini,0.0,0.84,0.0,14.39,23.32,0.7,2.79,0.56,0.0,57.4,0.0
528927,Nižný Kručov,387,48.9047369,21.6531238,528927.0,Pellegrini,0.0,0.54,0.0,18.28,32.8,0.0,1.08,2.69,0.0,44.62,0.0
528935,Nová Kelča,330,49.0621884,21.7033673,528935.0,Pellegrini,0.0,0.0,0.0,27.01,25.29,1.15,1.72,1.72,0.0,42.53,0.57
528943,Ondavské Matiašovce,805,48.9407567,21.746442,528943.0,Pellegrini,0.38,1.13,0.38,12.45,24.91,0.0,1.13,9.43,0.0,49.81,0.38
528951,Pakostov,431,49.0965709,21.8277671,528951.0,Pellegrini,0.0,0.96,0.0,10.58,21.63,0.48,0.48,0.0,0.48,65.38,0.0
528960,Pavlovce (VT),797,49.01662,21.4352761,528960.0,Pellegrini,0.0,0.87,0.0,24.35,25.22,0.58,2.9,2.61,0.0,43.19,0.29
528978,Petkovce,135,49.0065778,21.6092284,528978.0,Pellegrini,0.0,2.44,0.0,28.05,23.17,0.0,2.44,2.44,0.0,41.46,0.0
528986,Petrovce (VT),450,48.9901258,21.464944,528986.0,Pellegrini,0.0,0.0,0.0,18.52,15.28,0.93,1.85,0.46,0.46,62.5,0.0
528994,Piskorovce,117,49.1117113,21.7351944,528994.0,Pellegrini,0.0,0.0,0.0,3.85,19.23,0.0,0.0,3.85,0.0,73.08,0.0
529001,Poša,941,48.8355517,21.7640665,529001.0,Pellegrini,0.0,0.0,0.0,16.95,13.98,0.85,0.85,1.27,0.0,66.1,0.0
529010,Prituľany - Притуляны,41,49.1325068,21.7651672,529010.0,Pellegrini,0.0,0.0,0.0,15.15,21.21,6.06,0.0,3.03,0.0,54.55,0.0
529028,Prosačov,211,49.054232,21.5430858,529028.0,Pellegrini,0.0,0.0,0.0,19.51,9.76,0.0,2.44,2.44,0.0,65.85,0.0
529036,Radvanovce,218,49.0519256,21.4613088,529036.0,Pellegrini,0.0,0.0,0.0,35.58,18.27,0.0,2.88,1.92,0.0,41.35,0.0
529044,Rafajovce,165,49.0445885,21.7377672,529044.0,Pellegrini,0.0,0.0,0.0,13.21,15.09,0.0,5.66,1.89,1.89,62.26,0.0
529052,Remeniny,273,49.0418843,21.5625838,529052.0,Pellegrini,0.67,0.67,0.0,22.0,24.0,0.67,2.67,6.0,0.0,43.33,0.0
529061,Rohožník (HE) - Рогожник,44,49.1151342,21.7584106,529061.0,Harabin,0.0,0.0,0.0,40.0,20.0,0.0,4.0,4.0,0.0,32.0,0.0
529079,Rudlov,687,48.9279934,21.5421649,529079.0,Pellegrini,0.0,0.84,0.0,11.3,23.43,0.0,2.09,7.95,0.0,54.39,0.0
529087,Ruská Kajňa,108,49.1239711,21.8251207,529087.0,Pellegrini,0.0,0.0,0.0,19.12,23.53,1.47,1.47,1.47,0.0,52.94,0.0
529095,Ruská Poruba - Руська Поруба,214,49.1417242,21.7915077,529095.0,Pellegrini,0.0,1.04,0.0,18.75,20.83,3.12,3.12,1.04,0.0,52.08,0.0
529109,Ruská Voľa,86,49.1011329,21.5832628,529109.0,Pellegrini,0.0,0.0,0.0,20.0,25.0,0.0,0.0,10.0,0.0,45.0,0.0
529117,Vyšný Kazimír,188,48.9417352,21.6827605,529117.0,Pellegrini,0.0,0.0,0.98,13.73,25.49,0.98,4.9,0.98,0.0,52.94,0.0
529125,Sačurov,2478,48.8226654,21.6887701,529125.0,Pellegrini,0.15,0.76,0.0,19.82,21.94,0.3,0.91,4.99,0.0,51.13,0.0
529133,Sečovská Polianka,2701,48.785208,21.6897143,529133.0,Pellegrini,0.22,0.87,0.0,18.42,26.22,0.33,1.84,2.38,0.0,49.73,0.0
529141,Sedliská,1477,48.9116391,21.7210269,529141.0,Pellegrini,0.0,0.6,0.0,15.71,25.25,0.4,0.8,3.38,0.2,53.68,0.0
529150,Skrabské,775,49.0174053,21.5881533,529150.0,Pellegrini,0.0,0.0,0.0,14.08,16.99,1.46,2.91,1.94,0.0,62.62,0.0
529168,Slovenská Kajňa,727,48.968558,21.6904915,529168.0,Pellegrini,0.0,0.33,0.0,10.1,29.64,1.3,2.28,4.23,0.0,52.12,0.0
529176,Soľ,2629,48.9202136,21.5992338,529176.0,Pellegrini,0.0,0.32,0.0,11.36,24.0,0.32,1.12,10.56,0.0,52.32,0.0
529184,Štefanovce (VT),107,48.9611505,21.7810976,529184.0,Pellegrini,0.0,2.27,2.27,29.55,9.09,0.0,0.0,0.0,0.0,56.82,0.0
529192,Tovarné,992,48.9178947,21.7641438,529192.0,Pellegrini,0.0,0.73,0.48,20.82,15.98,1.45,2.18,1.21,0.0,57.14,0.0
529206,Tovarnianska Polianka,110,48.8946999,21.7730551,529206.0,Pellegrini,0.0,0.0,0.0,14.04,33.33,0.0,0.0,0.0,0.0,52.63,0.0
529214,Vavrinec,55,49.0501005,21.6006038,529214.0,Pellegrini,0.0,0.0,0.0,16.67,13.89,0.0,0.0,0.0,0.0,69.44,0.0
529222,Vechec,2837,48.8659514,21.6084063,529222.0,Pellegrini,0.0,1.21,0.0,16.12,21.66,0.35,2.08,9.36,0.0,49.05,0.17
